반납일자,반납확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,운용상태,물품상태,사유
2025-10-17,,badbergjr,박대리,대기,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201612607,2016-10-18,3384000,2016-10-31,경상대학RC행정팀(ERICA),운용,중고품,불용결정
2022-06-03,2022-06-13,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201612608,2016-10-18,3384000,2016-10-31,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2021-08-10,2021-08-13,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201612610,2016-10-18,3384000,2016-10-31,경상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2021-11-11,2021-11-16,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201612611,2016-10-18,3384000,2016-10-31,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2021-03-19,2021-03-27,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201812612,2018-09-07,634000,2018-09-14,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2024-11-02,,badbergjr,박대리,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201812613,2018-09-07,634000,2018-09-14,경상대학RC행정팀(ERICA),운용,중고품,불용결정
2024-09-11,2024-09-20,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201812614,2018-09-07,634000,2018-09-14,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2024-08-30,2024-09-07,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201812615,2018-09-07,634000,2018-09-14,경상대학RC행정팀(ERICA),반납,신품,잉여물품
2024-05-05,2024-05-08,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201812616,2018-09-07,634000,2018-09-14,경상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2023-01-01,2023-01-11,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201812617,2018-09-07,634000,2018-09-14,경상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2021-05-21,2021-05-30,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201812618,2018-09-07,634000,2018-09-14,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-08-13,,badbergjr,박대리,반려,4322260926066170,"라우터, Netgear, (US)PR60X",M202012619,2020-11-19,5487000,2020-11-22,시설팀(ERICA),운용,중고품,사업종료
2024-10-18,2024-10-31,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202012620,2020-11-19,5487000,2020-11-22,시설팀(ERICA),반납,정비필요품,고장/파손
2025-12-30,,badbergjr,박대리,대기,4322260926066170,"라우터, Netgear, (US)PR60X",M202012621,2020-11-19,5487000,2020-11-22,시설팀(ERICA),운용,폐품,사용연한경과
2024-03-24,2024-04-02,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202012622,2020-11-19,5487000,2020-11-22,시설팀(ERICA),반납,중고품,불용결정
2023-08-15,2023-08-24,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202012625,2020-11-19,5487000,2020-11-22,시설팀(ERICA),반납,중고품,불용결정
2023-08-10,2023-08-13,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202012628,2020-11-19,5487000,2020-11-22,시설팀(ERICA),반납,폐품,사용연한경과
2021-07-09,2021-07-23,badbergjr,박대리,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201912629,2019-01-17,4619000,2019-01-24,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-02-13,2024-02-21,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202112646,2021-05-26,3437000,2021-06-04,글로벌문화통상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2026-01-12,2026-01-24,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202112647,2021-05-26,3437000,2021-06-04,글로벌문화통상대학RC행정팀(ERICA),반납,중고품,사업종료
2023-02-06,2023-02-18,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201612651,2016-07-21,1595000,2016-07-28,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2019-11-10,2019-11-24,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201712654,2017-01-13,3251000,2017-01-27,시설팀(ERICA),반납,폐품,사용연한경과
2026-01-27,,badbergjr,박대리,대기,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202212667,2022-05-09,1394000,2022-05-16,경상대학RC행정팀(ERICA),운용,정비필요품,고장/파손
2024-04-19,2024-04-27,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202212668,2022-05-09,1394000,2022-05-16,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-05-15,,badbergjr,박대리,대기,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201512672,2015-07-10,2051000,2015-07-23,경상대학RC행정팀(ERICA),운용,중고품,불용결정
2019-05-11,2019-05-22,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201512674,2015-07-10,2051000,2015-07-23,경상대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2024-06-11,2024-06-15,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201512675,2015-07-10,2051000,2015-07-23,경상대학RC행정팀(ERICA),반납,중고품,불용결정
2025-05-06,2025-05-13,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201512676,2015-07-10,2051000,2015-07-23,경상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-07-26,2024-08-07,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202212690,2022-12-29,4121000,2023-01-03,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-12-10,2025-12-19,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202212693,2022-12-29,4121000,2023-01-03,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2024-10-25,2024-11-06,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202212694,2022-12-29,4121000,2023-01-03,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-11-25,2025-12-04,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202212696,2022-10-18,1319000,2022-10-23,글로벌문화통상대학RC행정팀(ERICA),반납,신품,잉여물품
2024-08-25,2024-08-30,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202212697,2022-10-18,1319000,2022-10-23,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2025-06-07,2025-06-11,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202212698,2022-10-18,1319000,2022-10-23,글로벌문화통상대학RC행정팀(ERICA),반납,폐품,사용연한경과
2023-12-29,2024-01-06,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012708,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2023-03-04,2023-03-18,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012709,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2023-09-09,2023-09-17,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012710,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2022-05-26,2022-06-07,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012711,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2023-07-28,2023-08-09,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012712,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2026-01-07,,badbergjr,박대리,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012713,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),운용,중고품,불용결정
2023-03-17,2023-03-21,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012717,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-04-29,2024-05-13,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012718,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,신품,잉여물품
2023-08-24,2023-09-01,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012719,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2022-08-01,2022-08-11,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012720,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2025-04-13,2025-04-17,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012721,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2022-08-19,2022-08-31,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012722,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2021-06-04,2021-06-07,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012723,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-07-20,2024-07-31,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012725,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2024-09-24,2024-10-06,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012726,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2022-12-31,2023-01-07,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012727,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,신품,잉여물품
2021-05-22,,badbergjr,박대리,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012728,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),운용,정비필요품,고장/파손
2024-10-22,2024-10-28,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012731,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,사업종료
2022-09-28,2022-10-05,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012732,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,사업종료
2023-09-11,2023-09-22,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012733,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,신품,잉여물품
2021-07-15,2021-07-22,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012734,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2024-03-02,2024-03-13,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012736,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2024-07-28,2024-08-05,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012737,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2024-03-12,2024-03-18,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012738,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2021-07-11,2021-07-20,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012739,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2023-07-02,2023-07-08,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012742,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,불용결정
2026-01-15,2026-01-18,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012745,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,중고품,사업종료
2025-08-10,2025-08-23,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202012746,2020-03-31,8226000,2020-04-06,소프트웨어융합대학RC행정팀(ERICA),반납,폐품,사용연한경과
2023-09-22,2023-09-28,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201912748,2019-11-12,1522000,2019-11-25,학생지원팀(ERICA),반납,정비필요품,고장/파손
2023-03-31,2023-04-08,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201912751,2019-11-12,1522000,2019-11-25,학생지원팀(ERICA),반납,정비필요품,고장/파손
2024-09-24,2024-09-29,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201912752,2019-11-12,1522000,2019-11-25,학생지원팀(ERICA),반납,정비필요품,고장/파손
2022-07-18,2022-07-29,badbergjr,박대리,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201612754,2016-04-12,116000,2016-04-16,학생지원팀(ERICA),반납,폐품,사용연한경과
2022-02-28,2022-03-13,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201812764,2018-09-07,14082000,2018-09-14,공학대학RC행정팀(ERICA),반납,중고품,사업종료
2021-02-04,2021-02-17,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201812765,2018-09-07,14082000,2018-09-14,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2022-08-17,2022-08-25,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201812766,2018-09-07,14082000,2018-09-14,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2020-10-09,2020-10-23,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201812767,2018-09-07,14082000,2018-09-14,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2025-08-29,2025-09-03,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201812769,2018-09-07,14082000,2018-09-14,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2023-09-11,2023-09-14,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201812770,2018-09-07,14082000,2018-09-14,공학대학RC행정팀(ERICA),반납,정비필요품,고장/파손
2026-01-19,2026-01-27,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201812771,2018-09-07,14082000,2018-09-14,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2025-08-05,2025-08-12,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201812773,2018-09-07,14082000,2018-09-14,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
2020-09-22,2020-10-01,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201812774,2018-09-07,14082000,2018-09-14,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2021-04-23,2021-05-04,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201812775,2018-09-07,14082000,2018-09-14,공학대학RC행정팀(ERICA),반납,신품,잉여물품
2022-02-08,2022-02-19,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201812778,2018-09-07,14082000,2018-09-14,공학대학RC행정팀(ERICA),반납,중고품,사업종료
2024-03-07,,badbergjr,박대리,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201812779,2018-09-07,14082000,2018-09-14,공학대학RC행정팀(ERICA),운용,폐품,사용연한경과
2020-10-05,2020-10-12,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201812780,2018-09-07,14082000,2018-09-14,공학대학RC행정팀(ERICA),반납,중고품,불용결정
2022-02-27,2022-03-08,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201812781,2018-09-07,14082000,2018-09-14,공학대학RC행정팀(ERICA),반납,폐품,사용연한경과
