처분일자,처분확정일자,처분정리구분,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유,불용일자,내용연수,정리일자
2017-07-09,2017-08-08,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201716478,2017-03-09,8195000,폐기,폐품,사용연한경과,2017-07-06,10,2017-03-19
2017-06-28,2017-09-26,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201716479,2017-03-09,8195000,폐기,폐품,직권 불용(파손/노후),2017-06-19,10,2017-03-19
2019-05-20,2019-07-08,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201816504,2018-09-13,2538000,폐기,폐품,사용연한경과,2019-05-08,10,2018-09-21
2019-04-12,2019-05-23,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201816512,2018-09-13,2538000,폐기,정비필요품,고장/파손,2019-04-04,10,2018-09-21
2019-05-26,2019-07-22,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201816543,2018-11-14,15079000,폐기,정비필요품,고장/파손,2019-05-18,6,2018-11-18
2019-09-28,2019-10-30,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201816545,2018-11-14,15079000,폐기,폐품,사용연한경과,2019-09-26,6,2018-11-18
2022-12-17,2023-03-08,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202116562,2021-12-27,565000,폐기,중고품,사업종료,2022-12-13,5,2022-01-08
2023-01-06,2023-03-23,매각,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202216567,2022-08-14,29739000,매각,중고품,사업종료,2023-01-04,7,2022-08-28
2017-04-03,2017-05-31,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201616591,2016-11-22,13493000,폐기,폐품,직권 불용(파손/노후),2017-03-22,10,2016-12-06
2025-07-03,,폐기,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201516624,2015-09-26,8334000,폐기,폐품,사용연한경과,2016-01-16,6,2015-09-29
2021-05-04,2021-06-28,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202016635,2020-07-08,1515000,폐기,정비필요품,고장/파손,2021-04-24,10,2020-07-20
2017-05-08,2017-06-27,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201716647,2017-01-18,3681000,폐기,폐품,직권 불용(파손/노후),2017-05-05,10,2017-01-22
2017-06-06,2017-08-10,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201716654,2017-01-18,3681000,폐기,정비필요품,고장/파손,2017-05-23,10,2017-01-22
2018-02-24,2018-05-18,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201716657,2017-01-18,3681000,폐기,폐품,사용연한경과,2018-02-13,10,2017-01-22
2025-06-01,,폐기,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202016668,2020-03-08,1252000,폐기,정비필요품,고장/파손,2020-06-12,10,2020-03-19
2023-11-19,2023-12-19,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202216705,2022-11-29,9341000,매각,중고품,불용결정,2023-11-16,10,2022-12-06
2018-01-16,2018-03-17,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201716720,2017-02-03,3697000,폐기,폐품,사용연한경과,2018-01-13,6,2017-02-10
2016-02-15,2016-05-14,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201516724,2015-10-18,2378000,폐기,폐품,직권 불용(파손/노후),2016-02-09,10,2015-10-24
2022-06-09,2022-08-23,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202116783,2021-08-12,5417000,폐기,폐품,사용연한경과,2022-06-08,10,2021-08-25
2016-04-19,2016-06-19,폐기,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201616787,2016-01-15,9213000,폐기,폐품,직권 불용(파손/노후),2016-04-15,7,2016-01-18
2018-11-05,2019-01-09,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201816852,2018-07-02,8559000,폐기,정비필요품,고장/파손,2018-10-23,5,2018-07-08
2019-07-16,2019-10-05,매각,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201816854,2018-07-02,8559000,매각,중고품,사업종료,2019-07-08,5,2018-07-08
2016-11-14,2017-01-25,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201516862,2015-12-15,10024000,폐기,정비필요품,고장/파손,2016-11-09,10,2015-12-22
2016-05-02,2016-07-24,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201516863,2015-12-15,10024000,폐기,폐품,직권 불용(파손/노후),2016-04-23,10,2015-12-22
2017-02-01,2017-03-03,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201516865,2015-12-15,10024000,폐기,폐품,사용연한경과,2017-01-20,10,2015-12-22
2016-07-02,2016-09-24,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201516876,2015-12-15,10024000,폐기,정비필요품,고장/파손,2016-06-30,10,2015-12-22
2017-01-30,2017-03-29,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201516882,2015-12-15,10024000,매각,중고품,사업종료,2017-01-20,10,2015-12-22
2016-11-08,2017-01-12,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201516892,2015-12-15,10024000,매각,정비필요품,고장/파손,2016-10-28,10,2015-12-22
2025-06-28,,폐기,hyl0610,황팀장,대기,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202016907,2020-07-11,2032000,폐기,폐품,사용연한경과,2021-09-19,5,2020-07-23
2016-04-17,2016-07-01,매각,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201516911,2015-09-24,10635000,매각,중고품,불용결정,2016-04-05,6,2015-10-04
2018-01-23,2018-04-23,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201716936,2017-09-23,4632000,폐기,폐품,직권 불용(파손/노후),2018-01-09,10,2017-10-07
2018-09-05,2018-11-27,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201716948,2017-11-27,4816000,폐기,정비필요품,고장/파손,2018-09-04,10,2017-12-08
2017-12-20,2018-02-24,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201717001,2017-08-14,7674000,폐기,폐품,직권 불용(파손/노후),2017-12-14,6,2017-08-26
2019-11-03,2019-12-12,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201817035,2018-10-18,9102000,폐기,폐품,사용연한경과,2019-10-25,10,2018-10-26
2019-06-22,2019-08-08,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201817036,2018-10-18,9102000,폐기,정비필요품,고장/파손,2019-06-16,10,2018-10-26
2021-08-14,2021-10-29,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202117047,2021-01-11,4548000,폐기,정비필요품,고장/파손,2021-08-11,6,2021-01-20
2017-05-29,2017-07-07,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201717057,2017-01-08,4667000,폐기,폐품,사용연한경과,2017-05-17,6,2017-01-17
2017-06-08,2017-08-31,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201617077,2016-12-16,392000,폐기,정비필요품,고장/파손,2017-05-26,5,2016-12-29
2020-11-17,2021-01-05,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201917112,2019-08-24,5961000,폐기,폐품,사용연한경과,2020-11-13,6,2019-08-31
2019-12-21,2020-02-02,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201917114,2019-08-24,5961000,폐기,중고품,사업종료,2019-12-17,6,2019-08-31
2016-10-18,,폐기,hyl0610,황팀장,반려,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201617118,2016-02-09,810000,폐기,정비필요품,고장/파손,2016-10-06,5,2016-02-16
2016-05-04,2016-06-28,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201617120,2016-02-09,810000,폐기,폐품,직권 불용(파손/노후),2016-05-03,5,2016-02-16
2022-02-18,2022-04-13,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202117146,2021-09-25,2943000,매각,중고품,사업종료,2022-02-15,10,2021-10-03
2022-04-29,2022-07-07,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202117154,2021-09-25,2943000,폐기,정비필요품,고장/파손,2022-04-21,10,2021-10-03
2017-04-26,2017-06-14,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201717194,2017-01-28,12964000,폐기,폐품,직권 불용(파손/노후),2017-04-25,5,2017-02-03
2017-10-12,2017-12-13,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717259,2017-05-02,4511000,폐기,정비필요품,고장/파손,2017-10-01,10,2017-05-10
2017-09-06,2017-10-12,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717272,2017-05-02,4511000,매각,중고품,불용결정,2017-09-04,10,2017-05-10
2017-10-29,2018-01-02,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201717274,2017-05-02,4511000,폐기,폐품,사용연한경과,2017-10-23,10,2017-05-10
2016-12-07,2017-03-07,폐기,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201617277,2016-05-15,6135000,폐기,정비필요품,고장/파손,2016-11-27,10,2016-05-19
2018-10-31,2018-11-30,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201717294,2017-12-06,419000,폐기,정비필요품,고장/파손,2018-10-29,5,2017-12-15
2017-09-27,2017-11-08,매각,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201717373,2017-03-11,6141000,매각,중고품,불용결정,2017-09-21,6,2017-03-25
2017-08-09,2017-09-26,폐기,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201717380,2017-03-11,6141000,폐기,폐품,직권 불용(파손/노후),2017-08-03,6,2017-03-25
2019-05-02,2019-06-12,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201817393,2018-10-09,9485000,폐기,폐품,사용연한경과,2019-04-27,10,2018-10-12
2019-07-30,2019-10-16,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201817395,2018-10-09,9485000,폐기,정비필요품,고장/파손,2019-07-20,10,2018-10-12
2019-08-10,2019-10-18,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201817397,2018-10-09,9485000,폐기,정비필요품,고장/파손,2019-07-27,10,2018-10-12
2019-06-29,,매각,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201817408,2018-10-09,9485000,매각,중고품,불용결정,2019-06-16,10,2018-10-12
2019-04-02,2019-06-14,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201817416,2018-10-09,9485000,폐기,폐품,사용연한경과,2019-03-20,10,2018-10-12
2019-01-09,2019-02-24,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201817417,2018-10-09,9485000,폐기,정비필요품,고장/파손,2019-01-05,10,2018-10-12
2019-03-05,2019-04-05,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201817424,2018-10-09,9485000,폐기,폐품,사용연한경과,2019-03-01,10,2018-10-12
2017-01-14,2017-04-05,매각,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201617449,2016-05-20,262000,매각,중고품,사업종료,2017-01-04,4,2016-06-01
2016-10-08,2017-01-05,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201517473,2015-11-20,9671000,폐기,폐품,사용연한경과,2016-09-28,10,2015-11-23
2016-03-27,2016-05-06,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201517477,2015-11-20,9671000,폐기,폐품,직권 불용(파손/노후),2016-03-22,10,2015-11-23
2016-06-05,2016-08-28,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201517484,2015-11-20,9671000,폐기,폐품,사용연한경과,2016-05-22,10,2015-11-23
2025-11-24,,폐기,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201517507,2015-11-20,9671000,폐기,폐품,사용연한경과,2017-01-01,10,2015-11-23
2016-10-05,2016-11-27,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201517508,2015-11-20,9671000,폐기,정비필요품,고장/파손,2016-09-23,10,2015-11-23
2016-07-20,2016-08-28,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201517511,2015-11-20,9671000,폐기,폐품,사용연한경과,2016-07-09,10,2015-11-23
2018-01-09,2018-04-06,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201717548,2017-09-04,7722000,폐기,폐품,직권 불용(파손/노후),2017-12-28,10,2017-09-12
2018-01-12,2018-04-09,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201717553,2017-09-04,7722000,폐기,폐품,사용연한경과,2018-01-02,10,2017-09-12
2018-10-29,2019-01-11,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201717561,2017-09-04,7722000,매각,중고품,사업종료,2018-10-22,10,2017-09-12
2017-12-29,2018-03-27,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201717564,2017-09-04,7722000,폐기,폐품,직권 불용(파손/노후),2017-12-15,10,2017-09-12
2018-02-17,2018-05-16,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201717571,2017-09-04,7722000,폐기,폐품,사용연한경과,2018-02-03,10,2017-09-12
2016-03-14,2016-05-22,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201517593,2015-09-25,13103000,폐기,폐품,사용연한경과,2016-03-01,6,2015-10-07
2016-10-25,2016-12-11,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201517594,2015-09-25,13103000,폐기,정비필요품,고장/파손,2016-10-19,6,2015-10-07
2016-08-09,2016-10-01,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201517597,2015-09-25,13103000,폐기,폐품,사용연한경과,2016-07-26,6,2015-10-07
2017-02-21,2017-03-26,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201617602,2016-01-06,2549000,폐기,정비필요품,고장/파손,2017-02-12,10,2016-01-10
2017-02-10,2017-03-29,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201617603,2016-01-06,2549000,폐기,폐품,사용연한경과,2017-02-07,10,2016-01-10
2016-04-28,2016-06-13,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201617607,2016-01-06,2549000,폐기,폐품,사용연한경과,2016-04-25,10,2016-01-10
2020-12-12,2021-02-17,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202017625,2020-01-30,5542000,폐기,폐품,사용연한경과,2020-11-30,10,2020-02-06
2020-07-08,2020-10-03,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202017641,2020-01-30,5542000,폐기,정비필요품,고장/파손,2020-07-04,10,2020-02-06
2020-06-06,2020-09-02,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201917687,2019-08-24,19393000,폐기,중고품,사업종료,2020-05-27,6,2019-09-02
2016-08-17,2016-09-22,멸실,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201617692,2016-04-07,4301000,멸실,폐품,직권 불용(파손/노후),2016-08-13,6,2016-04-18
2016-08-06,2016-09-14,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201617694,2016-04-07,4301000,폐기,폐품,직권 불용(파손/노후),2016-08-01,6,2016-04-18
2019-11-19,2020-02-04,폐기,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201917702,2019-05-22,3715000,폐기,폐품,사용연한경과,2019-11-10,6,2019-05-27
2021-02-04,2021-04-06,폐기,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201917706,2019-12-04,5821000,폐기,정비필요품,고장/파손,2021-01-24,8,2019-12-10
2022-01-20,2022-03-13,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202117727,2021-01-08,760000,폐기,폐품,사용연한경과,2022-01-07,5,2021-01-18
2021-10-04,2021-12-12,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202117731,2021-01-08,760000,폐기,정비필요품,고장/파손,2021-09-25,5,2021-01-18
