물품고유번호,Start_Date,End_Date,Is_Current,운용상태,사유,관리자
M201511325,2025-01-15,2099-12-31,True,처분,폐기 완료,황팀장
M201511326,2015-02-01,2015-02-13,False,취득,신규 취득,박대리
M201511326,2015-02-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511327,2015-02-01,2015-02-21,False,취득,신규 취득,박대리
M201511327,2015-02-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511328,2015-02-01,2015-02-14,False,취득,신규 취득,박대리
M201511328,2015-02-15,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511329,2015-02-01,2015-02-18,False,취득,신규 취득,박대리
M201511329,2015-02-19,2022-10-12,False,운용,신규운용 승인 및 사용 시작,박대리
M201511329,2022-10-13,2022-11-27,False,불용,노후화(성능저하),황팀장
M201511329,2022-11-28,2099-12-31,True,처분,폐기 완료,황팀장
M201511330,2015-02-01,2015-02-16,False,취득,신규 취득,박대리
M201511330,2015-02-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511331,2015-02-01,2015-02-05,False,취득,신규 취득,박대리
M201511331,2015-02-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511332,2015-02-01,2015-02-17,False,취득,신규 취득,박대리
M201511332,2015-02-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511333,2015-02-01,2015-02-17,False,취득,신규 취득,박대리
M201511333,2015-02-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511334,2015-02-01,2015-02-11,False,취득,신규 취득,박대리
M201511334,2015-02-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511335,2015-02-01,2015-02-28,False,취득,신규 취득,박대리
M201511335,2015-03-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511336,2015-02-01,2015-02-10,False,취득,신규 취득,박대리
M201511336,2015-02-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511337,2015-02-01,2015-02-09,False,취득,신규 취득,박대리
M201511337,2015-02-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511338,2015-02-01,2015-02-08,False,취득,신규 취득,박대리
M201511338,2015-02-09,2015-09-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201511338,2015-09-30,2015-10-28,False,반납,공용전환,박대리
M201511338,2015-10-29,2015-12-29,False,불용,공용전환,황팀장
M201511338,2015-12-30,2099-12-31,True,처분,매각 완료,황팀장
M201511339,2015-02-01,2015-02-18,False,취득,신규 취득,박대리
M201511339,2015-02-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511340,2015-02-01,2015-02-14,False,취득,신규 취득,박대리
M201511340,2015-02-15,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511341,2015-02-01,2015-02-24,False,취득,신규 취득,박대리
M201511341,2015-02-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511342,2015-02-01,2015-02-11,False,취득,신규 취득,박대리
M201511342,2015-02-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511343,2015-02-01,2015-02-19,False,취득,신규 취득,박대리
M201511343,2015-02-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511344,2015-02-01,2015-02-16,False,취득,신규 취득,박대리
M201511344,2015-02-17,2015-12-25,False,운용,신규운용 승인 및 사용 시작,박대리
M201511344,2015-12-26,2016-01-30,False,반납,사업종료,박대리
M201511344,2016-01-31,2016-04-09,False,불용,활용부서부재,황팀장
M201511344,2016-04-10,2099-12-31,True,처분,매각 완료,황팀장
M201511345,2015-02-01,2015-02-18,False,취득,신규 취득,박대리
M201511345,2015-02-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511346,2015-02-01,2015-02-18,False,취득,신규 취득,박대리
M201511346,2015-02-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511347,2015-02-01,2015-02-17,False,취득,신규 취득,박대리
M201511347,2015-02-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511348,2015-02-01,2015-02-13,False,취득,신규 취득,박대리
M201511348,2015-02-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511349,2015-02-01,2015-02-18,False,취득,신규 취득,박대리
M201511349,2015-02-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511350,2015-02-01,2015-02-16,False,취득,신규 취득,박대리
M201511350,2015-02-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511351,2015-02-01,2015-02-21,False,취득,신규 취득,박대리
M201511351,2015-02-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511352,2015-02-01,2015-02-25,False,취득,신규 취득,박대리
M201511352,2015-02-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511353,2015-02-01,2015-02-19,False,취득,신규 취득,박대리
M201511353,2015-02-20,2016-01-07,False,운용,신규운용 승인 및 사용 시작,박대리
M201511353,2016-01-08,2099-12-31,True,반납,잉여물품,박대리
M201511354,2015-02-01,2015-02-20,False,취득,신규 취득,박대리
M201511354,2015-02-21,2022-01-28,False,운용,신규운용 승인 및 사용 시작,박대리
M201511354,2022-01-29,2022-03-10,False,불용,고장/파손,황팀장
M201511354,2022-03-11,2099-12-31,True,처분,폐기 완료,황팀장
M201511355,2015-02-01,2015-02-11,False,취득,신규 취득,박대리
M201511355,2015-02-12,2026-01-30,False,운용,신규운용 승인 및 사용 시작,박대리
M201511355,2026-01-31,2026-02-07,False,불용,고장/파손,황팀장
M201511355,2026-02-08,2099-12-31,True,처분,폐기 완료,황팀장
M201511356,2015-02-01,2015-02-22,False,취득,신규 취득,박대리
M201511356,2015-02-23,2015-11-03,False,운용,신규운용 승인 및 사용 시작,박대리
M201511356,2015-11-04,2015-11-21,False,반납,사업종료,박대리
M201511356,2015-11-22,2016-01-05,False,불용,활용부서부재,황팀장
M201511356,2016-01-06,2099-12-31,True,처분,매각 완료,황팀장
M201511357,2015-02-01,2015-02-16,False,취득,신규 취득,박대리
M201511357,2015-02-17,2025-02-05,False,운용,신규운용 승인 및 사용 시작,박대리
M201511357,2025-02-06,2025-05-14,False,불용,고장/파손,황팀장
M201511357,2025-05-15,2099-12-31,True,처분,폐기 완료,황팀장
M201511380,2015-10-24,2015-11-07,False,취득,신규 취득,박대리
M201511380,2015-11-08,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511436,2015-08-16,2015-08-25,False,취득,신규 취득,박대리
M201511436,2015-08-26,2020-11-12,False,운용,신규운용 승인 및 사용 시작,박대리
M201511436,2020-11-13,2021-01-02,False,불용,고장/파손,황팀장
M201511436,2021-01-03,2099-12-31,True,처분,폐기 완료,황팀장
M201511437,2015-08-16,2015-08-26,False,취득,신규 취득,박대리
M201511437,2015-08-27,2016-05-14,False,운용,신규운용 승인 및 사용 시작,박대리
M201511437,2016-05-15,2016-06-03,False,반납,공용전환,박대리
M201511437,2016-06-04,2099-12-31,True,불용,공용전환,황팀장
M201511438,2015-08-16,2015-08-24,False,취득,신규 취득,박대리
M201511438,2015-08-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511478,2015-09-29,2015-10-11,False,취득,신규 취득,박대리
M201511478,2015-10-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511479,2015-09-29,2015-10-03,False,취득,신규 취득,박대리
M201511479,2015-10-04,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511480,2015-09-29,2015-10-16,False,취득,신규 취득,박대리
M201511480,2015-10-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511481,2015-09-29,2015-10-20,False,취득,신규 취득,박대리
M201511481,2015-10-21,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511482,2015-09-29,2015-10-15,False,취득,신규 취득,박대리
M201511482,2015-10-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511483,2015-09-29,2015-10-14,False,취득,신규 취득,박대리
M201511483,2015-10-15,2016-06-02,False,운용,신규운용 승인 및 사용 시작,박대리
M201511483,2016-06-03,2099-12-31,True,반납,잉여물품,박대리
M201511484,2015-09-29,2015-10-06,False,취득,신규 취득,박대리
M201511484,2015-10-07,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511485,2015-09-29,2015-10-15,False,취득,신규 취득,박대리
M201511485,2015-10-16,2016-07-11,False,운용,신규운용 승인 및 사용 시작,박대리
M201511485,2016-07-12,2016-08-16,False,반납,공용전환,박대리
M201511485,2016-08-17,2099-12-31,True,불용,공용전환,황팀장
M201511486,2015-09-29,2015-10-04,False,취득,신규 취득,박대리
M201511486,2015-10-05,2016-02-22,False,운용,신규운용 승인 및 사용 시작,박대리
M201511486,2016-02-23,2099-12-31,True,반납,공용전환,박대리
M201511487,2015-09-29,2015-10-11,False,취득,신규 취득,박대리
M201511487,2015-10-12,2016-08-21,False,운용,신규운용 승인 및 사용 시작,박대리
M201511487,2016-08-22,2016-09-27,False,반납,공용전환,박대리
M201511487,2016-09-28,2016-12-11,False,불용,공용전환,황팀장
M201511487,2016-12-12,2099-12-31,True,처분,매각 완료,황팀장
M201511488,2015-09-29,2015-10-09,False,취득,신규 취득,박대리
M201511488,2015-10-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511489,2015-09-29,2015-10-16,False,취득,신규 취득,박대리
M201511489,2015-10-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511490,2015-09-29,2015-10-21,False,취득,신규 취득,박대리
M201511490,2015-10-22,2016-09-03,False,운용,신규운용 승인 및 사용 시작,박대리
M201511490,2016-09-04,2016-10-03,False,반납,공용전환,박대리
M201511490,2016-10-04,2099-12-31,True,불용,공용전환,황팀장
M201511491,2015-09-29,2015-10-13,False,취득,신규 취득,박대리
M201511491,2015-10-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511492,2015-09-29,2015-10-12,False,취득,신규 취득,박대리
M201511492,2015-10-13,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511493,2015-09-29,2015-10-11,False,취득,신규 취득,박대리
M201511493,2015-10-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511494,2015-09-29,2015-10-17,False,취득,신규 취득,박대리
M201511494,2015-10-18,2016-04-12,False,운용,신규운용 승인 및 사용 시작,박대리
M201511494,2016-04-13,2099-12-31,True,반납,사업종료,박대리
M201511495,2015-09-29,2015-10-14,False,취득,신규 취득,박대리
M201511495,2015-10-15,2016-04-17,False,운용,신규운용 승인 및 사용 시작,박대리
M201511495,2016-04-18,2099-12-31,True,반납,공용전환,박대리
M201511496,2015-09-29,2015-10-15,False,취득,신규 취득,박대리
M201511496,2015-10-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511497,2015-09-29,2015-10-12,False,취득,신규 취득,박대리
M201511497,2015-10-13,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511498,2015-09-29,2015-10-12,False,취득,신규 취득,박대리
M201511498,2015-10-13,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511499,2015-09-29,2015-10-18,False,취득,신규 취득,박대리
M201511499,2015-10-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511500,2015-09-29,2015-10-08,False,취득,신규 취득,박대리
M201511500,2015-10-09,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511501,2015-09-29,2015-10-18,False,취득,신규 취득,박대리
M201511501,2015-10-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511502,2015-09-29,2015-10-11,False,취득,신규 취득,박대리
M201511502,2015-10-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511503,2015-09-29,2015-10-20,False,취득,신규 취득,박대리
M201511503,2015-10-21,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511504,2015-09-29,2015-10-09,False,취득,신규 취득,박대리
M201511504,2015-10-10,2016-06-30,False,운용,신규운용 승인 및 사용 시작,박대리
M201511504,2016-07-01,2099-12-31,True,반납,공용전환,박대리
M201511505,2015-09-29,2015-10-10,False,취득,신규 취득,박대리
M201511505,2015-10-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511506,2015-09-29,2015-10-13,False,취득,신규 취득,박대리
M201511506,2015-10-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511507,2015-09-29,2015-10-12,False,취득,신규 취득,박대리
M201511507,2015-10-13,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511508,2015-09-29,2015-10-19,False,취득,신규 취득,박대리
M201511508,2015-10-20,2015-12-19,False,운용,신규운용 승인 및 사용 시작,박대리
M201511508,2015-12-20,2099-12-31,True,반납,잉여물품,박대리
M201511509,2015-09-29,2015-10-13,False,취득,신규 취득,박대리
M201511509,2015-10-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511510,2015-09-29,2015-10-26,False,취득,신규 취득,박대리
M201511510,2015-10-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511511,2015-09-29,2015-10-10,False,취득,신규 취득,박대리
M201511511,2015-10-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511631,2015-12-25,2016-01-12,False,취득,신규 취득,박대리
M201511631,2016-01-13,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511632,2015-12-25,2016-01-02,False,취득,신규 취득,박대리
M201511632,2016-01-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511633,2015-12-25,2016-01-13,False,취득,신규 취득,박대리
M201511633,2016-01-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511634,2015-12-25,2016-01-10,False,취득,신규 취득,박대리
M201511634,2016-01-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511635,2015-12-25,2016-01-02,False,취득,신규 취득,박대리
M201511635,2016-01-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511921,2015-06-03,2015-06-14,False,취득,신규 취득,박대리
M201511921,2015-06-15,2024-11-07,False,운용,신규운용 승인 및 사용 시작,박대리
M201511921,2024-11-08,2025-01-12,False,불용,수리비용과다,황팀장
M201511921,2025-01-13,2099-12-31,True,처분,폐기 완료,황팀장
M201511922,2015-06-03,2015-06-23,False,취득,신규 취득,박대리
M201511922,2015-06-24,2023-05-27,False,운용,신규운용 승인 및 사용 시작,박대리
M201511922,2023-05-28,2023-08-18,False,불용,노후화(성능저하),황팀장
M201511922,2023-08-19,2099-12-31,True,처분,폐기 완료,황팀장
M201511923,2015-06-03,2015-06-28,False,취득,신규 취득,박대리
M201511923,2015-06-29,2022-02-18,False,운용,신규운용 승인 및 사용 시작,박대리
M201511923,2022-02-19,2022-04-23,False,불용,고장/파손,황팀장
M201511923,2022-04-24,2099-12-31,True,처분,폐기 완료,황팀장
M201511924,2015-06-03,2015-06-22,False,취득,신규 취득,박대리
M201511924,2015-06-23,2020-03-26,False,운용,신규운용 승인 및 사용 시작,박대리
M201511924,2020-03-27,2020-06-18,False,불용,고장/파손,황팀장
M201511924,2020-06-19,2099-12-31,True,처분,폐기 완료,황팀장
M201511925,2015-06-03,2015-06-17,False,취득,신규 취득,박대리
M201511925,2015-06-18,2025-02-11,False,운용,신규운용 승인 및 사용 시작,박대리
M201511925,2025-02-12,2025-05-02,False,불용,고장/파손,황팀장
M201511925,2025-05-03,2099-12-31,True,처분,폐기 완료,황팀장
M201511958,2015-11-12,2015-11-25,False,취득,신규 취득,박대리
